_id,ADDRESS,APPLICATION_FOR,BALLOTS_BLANK,BALLOTS_CAST,BALLOTS_DISTRIBUTED,BALLOTS_IN_FAVOUR,BALLOTS_NEEDED_TO_PROCEED,BALLOTS_NEEDED_TO_PROCEED_LBL,BALLOTS_OPPOSED,BALLOTS_RECEIVED_BY_VOTERS,BALLOTS_RETURNED_TO_SENDER,BALLOTS_SPOILED,CLOSE_DATE,DECLARATIONS_ADDED,FINAL_VOTER_COUNT,MORATORIUM_DATE,OPEN_DATE,PASS_RATE,PASS_RATE_LABEL,POLL_CD,POLL_ID,POLL_RESULT,POTENTIAL_VOTERS,RESPONSE_RATE_MET
789905,,Permit Parking,0,92.0,216.0,65,54.0,25% of ballots received by voters,22,213.0,3.0,5,2021-03-31,0.0,216.0,2023-04-01,2021-03-01,47.0,50% + 1 of received ballots,PPRP 2020-030,1202.0,In Favour,251.0,Yes
789906,,Permit Parking,0,15.0,53.0,8,14.0,25% of ballots received by voters,6,53.0,0.0,1,2021-01-13,0.0,53.0,2023-01-14,2020-12-14,9.0,50% + 1 of received ballots,PPRP 2020-032,1204.0,Opposed,132.0,Yes
789907,,Permit Parking,0,16.0,48.0,10,12.0,25% of ballots received by voters,5,48.0,0.0,1,2021-01-08,0.0,48.0,2023-01-09,2020-12-09,9.0,50% + 1 of received ballots,PPRP 2020-033,1205.0,In Favour,54.0,Yes
789908,,Permit Parking,0,84.0,192.0,42,48.0,25% of ballots received by voters,33,192.0,0.0,9,2021-01-08,0.0,192.0,2023-01-09,2020-12-09,43.0,50% + 1 of received ballots,PPRP 2020-034,1206.0,Opposed,216.0,Yes
789909,,Permit Parking,0,47.0,105.0,20,24.0,25% of ballots received by voters,22,94.0,11.0,5,2021-01-22,0.0,105.0,2023-01-23,2020-12-23,25.0,50% + 1 of received ballots,PPRP 2020-036,1208.0,Opposed,111.0,Yes
789910,,Permit Parking,0,40.0,83.0,20,21.0,25% of ballots received by voters,16,83.0,0.0,4,2021-01-29,0.0,83.0,2023-01-30,2020-12-30,21.0,50% + 1 of received ballots,PPRP 2020-038,1210.0,Opposed,101.0,Yes
789911,,Permit Parking,0,23.0,70.0,16,18.0,25% of ballots received by voters,6,70.0,0.0,1,2021-03-20,0.0,70.0,2023-03-21,2021-02-18,13.0,50% + 1 of received ballots,PPRP 2020-039,1211.0,In Favour,155.0,Yes
789912,,Permit Parking,0,40.0,71.0,32,17.0,25% of ballots received by voters,8,66.0,5.0,0,2021-04-16,0.0,71.0,2023-04-17,2021-03-17,21.0,50% + 1 of received ballots,PPRP 2020-041,1213.0,In Favour,79.0,Yes
789913,,Permit Parking,0,14.0,32.0,5,8.0,25% of ballots received by voters,9,32.0,0.0,0,2021-04-08,0.0,32.0,2023-04-09,2021-03-09,8.0,50% + 1 of received ballots,PPRP 2020-042,1214.0,Opposed,32.0,Yes
789914,,Permit Parking,0,17.0,26.0,6,7.0,25% of ballots received by voters,11,26.0,0.0,0,2021-04-15,0.0,26.0,2023-04-16,2021-03-16,10.0,50% + 1 of received ballots,PPRP 2020-046,1218.0,Opposed,32.0,Yes
789915,,Permit Parking,0,90.0,187.0,57,47.0,25% of ballots received by voters,27,187.0,0.0,6,2021-03-27,0.0,187.0,2023-03-28,2021-02-25,46.0,50% + 1 of received ballots,PPRP 2020-047,1219.0,In Favour,228.0,Yes
789916,,Permit Parking,0,9.0,53.0,8,13.0,25% of ballots received by voters,1,49.0,4.0,0,2021-05-06,0.0,53.0,2023-05-07,2021-04-06,,50% + 1 of received ballots,PPRP 2020-048,1220.0,Response Rate Not Met,91.0,No
789917,,Permit Parking,0,24.0,61.0,15,16.0,25% of ballots received by voters,6,61.0,0.0,3,2021-03-27,0.0,61.0,2023-03-28,2021-02-25,13.0,50% + 1 of received ballots,PPRP 2020-049,1221.0,In Favour,62.0,Yes
789918,,Permit Parking,0,86.0,192.0,57,48.0,25% of ballots received by voters,20,192.0,0.0,9,2021-03-31,0.0,192.0,2023-04-01,2021-03-01,44.0,50% + 1 of received ballots,PPRP 2020-050,1222.0,In Favour,213.0,Yes
789919,,Permit Parking,0,3.0,5.0,2,2.0,25% of ballots received by voters,1,5.0,0.0,0,2021-05-06,0.0,5.0,2023-05-07,2021-04-06,3.0,50% + 1 of received ballots,PPRP 2020-051,1223.0,Opposed,11.0,Yes
789920,,Permit Parking,0,85.0,192.0,55,48.0,25% of ballots received by voters,23,192.0,0.0,7,2021-04-21,0.0,192.0,2023-04-22,2021-03-22,44.0,50% + 1 of received ballots,PPRP 2020-052,1224.0,In Favour,224.0,Yes
789921,,Permit Parking,0,127.0,577.0,77,139.0,25% of ballots received by voters,44,555.0,22.0,6,2020-11-27,0.0,577.0,2022-11-28,2020-10-28,,50% + 1 of received ballots,PPP 2020-053,1225.0,Response Rate Not Met,656.0,No
789922,,Traffic Calming,0,102.0,220.0,47,107.0,50% + 1 of ballots received by voters,49,211.0,9.0,6,2020-12-02,1.0,220.0,2022-12-03,2020-11-02,,60% of received ballots,TCP 2020-054,1226.0,Response Rate Not Met,259.0,No
789923,70 Cherrywood Ave,Front Yard Parking,0,68.0,106.0,58,26.0,25% of ballots received by voters,6,103.0,3.0,4,2020-11-26,2.0,106.0,2023-11-27,2020-10-27,35.0,50% + 1 of received ballots,FYP 2020-055,1227.0,In Favour,113.0,Yes
789924,338 Brookdale Ave,Front Yard Parking,0,46.0,77.0,42,19.0,25% of ballots received by voters,2,73.0,4.0,2,2020-12-04,0.0,77.0,2023-12-05,2020-11-04,24.0,50% + 1 of received ballots,FYP 2020-056,1228.0,In Favour,95.0,Yes
789925,92 Atlas Ave,Front Yard Parking,0,53.0,106.0,27,24.0,25% of ballots received by voters,25,96.0,10.0,1,2020-12-05,0.0,106.0,2023-12-06,2020-11-05,28.0,50% + 1 of received ballots,FYP 2020-057,1229.0,Opposed,122.0,Yes
789926,,Traffic Calming,3,166.0,679.0,150,286.0,50% + 1 of ballots received by voters,9,572.0,107.0,4,2020-12-10,1.0,679.0,2022-12-11,2020-11-10,,60% of received ballots,TCP 2020-058,1230.0,Response Rate Not Met,768.0,No
789927,,Traffic Calming,0,48.0,135.0,40,65.0,50% + 1 of ballots received by voters,6,128.0,7.0,2,2020-12-09,0.0,135.0,2022-12-10,2020-11-09,,60% of received ballots,TCP 2020-059,1231.0,Response Rate Not Met,163.0,No
789928,,Traffic Calming,0,36.0,107.0,30,54.0,50% + 1 of ballots received by voters,5,105.0,2.0,1,2020-12-16,0.0,107.0,2022-12-17,2020-11-16,,60% of received ballots,TCP 2020-060,1232.0,Response Rate Not Met,120.0,No
789929,,Traffic Calming,0,32.0,44.0,28,23.0,50% + 1 of ballots received by voters,2,44.0,0.0,2,2020-12-12,0.0,44.0,2022-12-13,2020-11-12,20.0,60% of received ballots,TCP 2020-061,1233.0,In Favour,50.0,Yes
789930,,Traffic Calming,0,122.0,186.0,95,91.0,50% + 1 of ballots received by voters,23,180.0,6.0,4,2020-12-17,1.0,186.0,2022-12-18,2020-11-17,74.0,60% of received ballots,TCP 2020-062,1234.0,In Favour,215.0,Yes
789931,,Business Improvement Area,0,0.0,999.0,0,100.0,30% of ballots received by voters or 100,0,999.0,0.0,0,2020-10-23,999.0,999.0,2022-10-24,2020-08-24,,50% of received ballots,BIA 2020-063,1235.0,Response Rate Not Met,50900.0,No
789932,,Proposed Business Improvement Area,0,1.0,245.0,1,74.0,30% of ballots received by voters or 100,0,245.0,0.0,0,2020-10-21,37.0,245.0,2022-10-22,2020-09-21,,50% of received ballots,PBIA 2020-064,1236.0,Response Rate Not Met,2723.0,No
789933,,Proposed Business Improvement Area,0,0.0,23.0,0,7.0,30% of ballots received by voters or 100,0,23.0,0.0,0,2020-10-28,12.0,23.0,2022-10-29,2020-09-28,,50% of received ballots,PBIA 2020-065,1237.0,Response Rate Not Met,513.0,No
789934,101 Chandos Ave,Front Yard Parking,2,55.0,104.0,53,25.0,25% of ballots received by voters,0,101.0,3.0,0,2020-12-23,0.0,104.0,2023-12-24,2020-11-23,29.0,50% + 1 of received ballots,FYP 2020-066,1238.0,In Favour,143.0,Yes
789935,47 Highview Cres,Front Yard Parking,0,39.0,91.0,28,19.0,25% of ballots received by voters,3,74.0,17.0,8,2020-12-16,0.0,91.0,2023-12-17,2020-11-16,21.0,50% + 1 of received ballots,FYP 2020-067,1239.0,In Favour,109.0,Yes
789936,,Permit Parking,0,98.0,170.0,24,43.0,25% of ballots received by voters,68,169.0,1.0,6,2020-12-23,0.0,170.0,2022-12-24,2020-11-23,50.0,50% + 1 of received ballots,PPRP 2020-068,1240.0,Opposed,195.0,Yes
789937,,Permit Parking,0,46.0,75.0,10,19.0,25% of ballots received by voters,35,73.0,2.0,1,2020-12-24,0.0,75.0,2022-12-25,2020-11-24,24.0,50% + 1 of received ballots,PPRP 2020-069,1241.0,Opposed,85.0,Yes
789938,,Permit Parking,0,45.0,65.0,8,17.0,25% of ballots received by voters,34,65.0,0.0,3,2020-12-25,1.0,65.0,2022-12-26,2020-11-25,24.0,50% + 1 of received ballots,PPRP 2020-070,1242.0,Opposed,79.0,Yes
789939,,Permit Parking,1,65.0,106.0,9,26.0,25% of ballots received by voters,54,103.0,3.0,1,2020-12-30,0.0,106.0,2022-12-31,2020-11-30,34.0,50% + 1 of received ballots,PPRP 2020-071,1243.0,Opposed,115.0,Yes
789940,,Permit Parking,0,18.0,42.0,1,11.0,25% of ballots received by voters,16,42.0,0.0,1,2021-01-07,0.0,42.0,2023-01-08,2020-12-08,10.0,50% + 1 of received ballots,PPRP 2020-072,1244.0,Opposed,46.0,Yes
789941,,Permit Parking,0,8.0,15.0,5,3.0,25% of ballots received by voters,3,10.0,5.0,0,2020-12-19,0.0,15.0,2022-12-20,2020-11-19,5.0,50% + 1 of received ballots,PPP 2020-073,1245.0,In Favour,15.0,Yes
789942,,Permit Parking,0,16.0,32.0,13,8.0,25% of ballots received by voters,0,30.0,2.0,3,2021-01-20,32.0,32.0,2023-01-21,2020-12-21,9.0,50% + 1 of received ballots,PPP 2020-074,1246.0,In Favour,33.0,Yes
789943,,Traffic Calming,0,21.0,61.0,8,32.0,50% + 1 of ballots received by voters,12,61.0,0.0,1,2020-12-19,0.0,61.0,2022-12-20,2020-11-19,,60% of received ballots,TCP 2020-076,1248.0,Response Rate Not Met,74.0,No
789944,,Traffic Calming,0,100.0,258.0,85,125.0,50% + 1 of ballots received by voters,7,247.0,11.0,8,2021-01-07,0.0,258.0,2023-01-08,2020-12-08,,60% of received ballots,TCP 2020-077,1249.0,Response Rate Not Met,289.0,No
789945,160 Robina Ave,Front Yard Parking,0,65.0,103.0,64,25.0,25% of ballots received by voters,0,98.0,5.0,1,2020-12-24,0.0,103.0,2023-12-25,2020-11-24,34.0,50% + 1 of received ballots,FYP 2020-078,1250.0,In Favour,111.0,Yes
789946,311 Beresford Ave,Front Yard Parking,0,62.0,129.0,50,31.0,25% of ballots received by voters,5,123.0,6.0,7,2021-01-01,0.0,129.0,2024-01-02,2020-12-02,32.0,50% + 1 of received ballots,FYP 2020-079,1251.0,In Favour,149.0,Yes
789947,,Traffic Calming,0,52.0,99.0,29,51.0,50% + 1 of ballots received by voters,12,99.0,0.0,11,2021-01-16,0.0,99.0,2023-01-17,2020-12-17,32.0,60% of received ballots,TCP 2020-081,1253.0,Opposed,122.0,Yes
789948,,Traffic Calming Safety Zone,0,208.0,645.0,135,150.0,25% of ballots received by voters,42,598.0,47.0,31,2021-01-14,0.0,645.0,2023-01-15,2020-12-15,125.0,60% of received ballots,TCSZ 2020-082,1254.0,In Favour,781.0,Yes
789949,,Traffic Calming,0,40.0,83.0,30,43.0,50% + 1 of ballots received by voters,5,83.0,0.0,5,2020-12-30,0.0,83.0,2022-12-31,2020-11-30,,60% of received ballots,TCP 2020-083,1255.0,Response Rate Not Met,101.0,No
789950,,Permit Parking,0,34.0,113.0,25,29.0,25% of ballots received by voters,9,113.0,0.0,0,2021-01-14,0.0,113.0,2023-01-15,2020-12-15,18.0,50% + 1 of received ballots,PPP 2020-084,1257.0,In Favour,118.0,Yes
789951,,Traffic Calming,0,41.0,179.0,29,79.0,50% + 1 of ballots received by voters,7,155.0,24.0,5,2021-01-09,0.0,179.0,2023-01-10,2020-12-10,,60% of received ballots,TCP 2020-085,1258.0,Response Rate Not Met,194.0,No
789952,111 Humbercrest Blvd,Front Yard Parking,0,41.0,62.0,35,15.0,25% of ballots received by voters,0,60.0,2.0,6,2021-01-01,2.0,62.0,2024-01-02,2020-12-02,22.0,50% + 1 of received ballots,FYP 2020-086,1259.0,In Favour,71.0,Yes
789953,,Permit Parking,0,32.0,45.0,8,11.0,25% of ballots received by voters,22,42.0,3.0,2,2021-01-21,1.0,45.0,2023-01-22,2020-12-22,17.0,50% + 1 of received ballots,PPP 2020-087,1260.0,Opposed,48.0,Yes
789954,263 Fairlawn Ave,Front Yard Parking,0,70.0,104.0,63,26.0,25% of ballots received by voters,1,104.0,0.0,6,2021-01-28,0.0,104.0,2024-01-29,2020-12-29,36.0,50% + 1 of received ballots,FYP 2020-088,1261.0,In Favour,118.0,Yes
789955,,Permit Parking,0,35.0,73.0,19,19.0,25% of ballots received by voters,12,73.0,0.0,4,2021-01-30,2.0,73.0,2023-01-31,2020-12-31,19.0,50% + 1 of received ballots,PPP 2020-089,1262.0,In Favour,81.0,Yes
789956,11 Shields Ave,Front Yard Parking,0,36.0,50.0,30,13.0,25% of ballots received by voters,0,50.0,0.0,6,2021-01-29,0.0,50.0,2024-01-30,2020-12-30,19.0,50% + 1 of received ballots,FYP 2020-090,1263.0,In Favour,59.0,Yes
789957,14 Jillson Ave,Front Yard Parking,0,65.0,88.0,60,22.0,25% of ballots received by voters,2,88.0,0.0,3,2021-01-21,0.0,88.0,2024-01-22,2020-12-22,34.0,50% + 1 of received ballots,FYP 2020-091,1264.0,In Favour,97.0,Yes
789958,,Permit Parking,0,3.0,11.0,1,3.0,25% of ballots received by voters,2,10.0,1.0,0,2021-03-19,0.0,11.0,2023-03-20,2021-02-17,3.0,50% + 1 of received ballots,PPP 2020-092,1265.0,Opposed,21.0,Yes
789959,26 Birchview Cres,Front Yard Parking,0,60.0,96.0,45,23.0,25% of ballots received by voters,10,89.0,7.0,5,2021-03-26,0.0,96.0,2024-03-27,2021-02-24,31.0,50% + 1 of received ballots,FYP 2020-093,1266.0,In Favour,114.0,Yes
789960,403 Annette St,Front Yard Parking,0,23.0,72.0,20,16.0,25% of ballots received by voters,1,62.0,10.0,2,2021-04-09,0.0,72.0,2024-04-10,2021-03-10,13.0,50% + 1 of received ballots,FYP 2020-094,1267.0,In Favour,85.0,Yes
789961,380 Roehampton Ave,Front Yard Parking,0,50.0,98.0,37,25.0,25% of ballots received by voters,5,98.0,0.0,8,2021-04-14,0.0,98.0,2024-04-15,2021-03-15,26.0,50% + 1 of received ballots,FYP 2020-095,1268.0,In Favour,136.0,Yes
789962,87 Bristol Ave,Front Yard Parking,0,56.0,193.0,45,47.0,25% of ballots received by voters,3,185.0,8.0,8,2021-04-17,0.0,193.0,2024-04-18,2021-03-18,29.0,50% + 1 of received ballots,FYP 2020-096,1269.0,In Favour,270.0,Yes
789963,,Permit Parking,0,100.0,301.0,61,74.0,25% of ballots received by voters,37,294.0,7.0,2,2021-07-17,0.0,301.0,2023-07-18,2021-06-17,51.0,50% + 1 of received ballots,PPP 2020-097,1270.0,In Favour,546.0,Yes
789964,,Traffic Calming – Island,0,75.0,173.0,38,87.0,50% + 1 of ballots received by voters,33,172.0,1.0,4,2021-04-02,1.0,173.0,2023-04-03,2021-03-03,,60% of received ballots,TCIP 2020-098,1271.0,Response Rate Not Met,200.0,No
789965,,Traffic Calming – Island,0,32.0,58.0,22,29.0,50% + 1 of ballots received by voters,9,56.0,2.0,1,2021-04-07,0.0,58.0,2023-04-08,2021-03-08,20.0,60% of received ballots,TCIP 2020-099,1272.0,In Favour,64.0,Yes
789966,463 St Clements Ave,Front Yard Parking,0,34.0,88.0,30,22.0,25% of ballots received by voters,0,86.0,2.0,4,2021-03-05,0.0,88.0,2024-03-06,2021-02-03,18.0,50% + 1 of received ballots,FYP 2021-001,1273.0,In Favour,94.0,Yes
789967,,Permit Parking,0,31.0,70.0,18,18.0,25% of ballots received by voters,9,70.0,0.0,4,2021-04-08,0.0,70.0,2023-04-09,2021-03-09,17.0,50% + 1 of received ballots,PPRP 2021-002,1274.0,In Favour,82.0,Yes
789968,,Permit Parking,0,16.0,33.0,0,8.0,25% of ballots received by voters,4,32.0,1.0,12,2021-04-01,1.0,33.0,2023-04-02,2021-03-02,9.0,50% + 1 of received ballots,PPP 2021-003,1275.0,Opposed,33.0,Yes
789969,,Traffic Calming,0,206.0,584.0,124,268.0,50% + 1 of ballots received by voters,64,534.0,50.0,18,2021-04-24,0.0,584.0,2023-04-25,2021-03-25,,60% of received ballots,TCP 2021-004,1276.0,Response Rate Not Met,605.0,No
789970,193 Roe Ave,Commercial Boulevard Parking,0,20.0,50.0,6,12.0,25% of ballots received by voters,10,47.0,3.0,4,2021-04-29,0.0,50.0,2023-04-30,2021-03-30,11.0,50% + 1 of received ballots,CBP 2021-005,1277.0,Opposed,53.0,Yes
789971,193 Atlas Ave,Front Yard Parking,0,47.0,109.0,38,27.0,25% of ballots received by voters,5,107.0,2.0,4,2021-04-29,0.0,109.0,2024-04-30,2021-03-30,25.0,50% + 1 of received ballots,FYP 2021-006,1278.0,In Favour,113.0,Yes
789972,78 Ranleigh Ave,Front Yard Parking,0,22.0,46.0,21,12.0,25% of ballots received by voters,1,46.0,0.0,0,2021-05-08,0.0,46.0,2024-05-09,2021-04-08,12.0,50% + 1 of received ballots,FYP 2021-007,1279.0,In Favour,133.0,Yes
789973,42 Warland Ave,Front Yard Parking,0,59.0,97.0,42,24.0,25% of ballots received by voters,11,93.0,4.0,6,2021-04-22,0.0,97.0,2024-04-23,2021-03-23,31.0,50% + 1 of received ballots,FYP 2021-008,1280.0,In Favour,109.0,Yes
789974,28 Glendonwynne Rd,Front Yard Parking,0,33.0,49.0,23,13.0,25% of ballots received by voters,6,49.0,0.0,4,2021-05-07,0.0,49.0,2024-05-08,2021-04-07,18.0,50% + 1 of received ballots,FYP 2021-009,1281.0,In Favour,54.0,Yes
789975,,Permit Parking,0,132.0,400.0,80,98.0,25% of ballots received by voters,39,390.0,10.0,13,2021-07-17,0.0,400.0,2023-07-18,2021-06-17,67.0,50% + 1 of received ballots,PPP 2021-010,1282.0,In Favour,420.0,Yes
789976,171 Willow Ave (former Toronto),Front Yard Parking,0,43.0,88.0,33,22.0,25% of ballots received by voters,6,87.0,1.0,4,2021-05-14,0.0,88.0,2024-05-15,2021-04-14,23.0,50% + 1 of received ballots,FYP 2021-011,1283.0,In Favour,100.0,Yes
789977,141 Latimer Ave,Front Yard Parking,0,37.0,57.0,32,14.0,25% of ballots received by voters,0,55.0,2.0,5,2021-05-15,0.0,57.0,2024-05-16,2021-04-15,20.0,50% + 1 of received ballots,FYP 2021-012,1284.0,In Favour,69.0,Yes
789978,141 Evelyn Ave,Front Yard Parking,0,47.0,102.0,30,21.0,25% of ballots received by voters,13,81.0,21.0,4,2021-05-13,0.0,102.0,2024-05-14,2021-04-13,25.0,50% + 1 of received ballots,FYP 2021-013,1285.0,In Favour,126.0,Yes
789979,,Traffic Calming,0,42.0,86.0,37,44.0,50% + 1 of ballots received by voters,5,85.0,1.0,0,2021-05-12,0.0,86.0,2023-05-13,2021-04-12,,60% of received ballots,TCP 2021-014,1286.0,Response Rate Not Met,98.0,No
789980,52 Gainsborough Rd,Front Yard Parking,1,59.0,103.0,54,25.0,25% of ballots received by voters,4,99.0,4.0,0,2021-05-19,0.0,103.0,2024-05-20,2021-04-19,31.0,50% + 1 of received ballots,FYP 2021-015,1287.0,In Favour,123.0,Yes
789981,491 Silverthorn Ave,Front Yard Parking,0,28.0,105.0,18,23.0,25% of ballots received by voters,4,90.0,15.0,6,2021-05-20,0.0,105.0,2024-05-21,2021-04-20,15.0,50% + 1 of received ballots,FYP 2021-016,1288.0,In Favour,127.0,Yes
789982,,Permit Parking,1,80.0,195.0,25,45.0,25% of ballots received by voters,45,180.0,15.0,9,2021-07-21,3.0,195.0,2023-07-22,2021-06-21,41.0,50% + 1 of received ballots,PPP 2021-017,1289.0,Opposed,215.0,Yes
789983,168 Ennerdale Rd,Front Yard Parking,2,69.0,155.0,63,37.0,25% of ballots received by voters,2,150.0,5.0,2,2021-07-22,0.0,155.0,2024-07-23,2021-06-22,36.0,50% + 1 of received ballots,FYP 2021-018,1290.0,In Favour,198.0,Yes
789984,,Traffic Calming,0,136.0,240.0,110,116.0,50% + 1 of ballots received by voters,8,229.0,11.0,18,2021-05-22,0.0,240.0,2023-05-23,2021-04-22,82.0,60% of received ballots,TCP 2021-019,1291.0,In Favour,271.0,Yes
789985,142 Kenilworth Ave,Front Yard Parking,0,58.0,110.0,54,25.0,25% of ballots received by voters,2,97.0,13.0,2,2021-07-16,0.0,110.0,2024-07-17,2021-06-16,30.0,50% + 1 of received ballots,FYP 2021-020,1292.0,In Favour,150.0,Yes
789986,624 Davenport Rd,Front Yard Parking,0,21.0,85.0,18,22.0,25% of ballots received by voters,2,85.0,0.0,1,2021-07-28,0.0,85.0,2024-07-29,2021-06-28,,50% + 1 of received ballots,FYP 2021-021,1293.0,Response Rate Not Met,136.0,No
789987,380 Silverthorn Ave,Front Yard Parking,0,14.0,62.0,9,16.0,25% of ballots received by voters,4,61.0,1.0,1,2021-07-23,0.0,62.0,2024-07-24,2021-06-23,,50% + 1 of received ballots,FYP 2021-022,1294.0,Response Rate Not Met,83.0,No
789988,34 Mountview Ave,Front Yard Parking,0,41.0,70.0,35,18.0,25% of ballots received by voters,4,70.0,0.0,2,2021-08-05,0.0,70.0,2024-08-06,2021-07-06,22.0,50% + 1 of received ballots,FYP 2021-023,1295.0,In Favour,76.0,Yes
789989,,Permit Parking,0,31.0,94.0,13,17.0,25% of ballots received by voters,18,65.0,29.0,0,2021-08-04,2.0,94.0,2023-08-05,2021-07-05,17.0,50% + 1 of received ballots,PPP 2021-024,1296.0,Opposed,110.0,Yes
789990,2040 Avenue Rd,Commercial Boulevard Parking,0,17.0,37.0,2,10.0,25% of ballots received by voters,12,37.0,0.0,3,2021-07-24,0.0,37.0,2023-07-25,2021-06-24,10.0,50% + 1 of received ballots,CBP 2021-025,1297.0,Opposed,40.0,Yes
789991,17 Rockwell Ave,Front Yard Parking,0,7.0,45.0,5,12.0,25% of ballots received by voters,2,45.0,0.0,0,2021-08-07,0.0,45.0,2024-08-08,2021-07-08,,50% + 1 of received ballots,FYP 2021-026,1298.0,Response Rate Not Met,55.0,No
789992,362 Merton St,Front Yard Parking,0,39.0,91.0,32,19.0,25% of ballots received by voters,0,76.0,15.0,7,2021-08-19,1.0,91.0,2024-08-20,2021-07-20,21.0,50% + 1 of received ballots,FYP 2021-027,1299.0,In Favour,165.0,Yes
789993,102 Sammon Ave,Front Yard Parking,0,36.0,76.0,31,19.0,25% of ballots received by voters,1,76.0,0.0,4,2021-08-11,0.0,76.0,2024-08-12,2021-07-12,19.0,50% + 1 of received ballots,FYP 2021-028,1300.0,In Favour,98.0,Yes
789994,1 Hurndale Ave,Front Yard Parking,0,17.0,18.0,17,5.0,25% of ballots received by voters,0,18.0,0.0,0,2021-08-11,0.0,18.0,2024-08-12,2021-07-12,10.0,50% + 1 of received ballots,FYP 2021-029,1301.0,In Favour,19.0,Yes
789995,3 Selkirk St,Front Yard Parking,0,8.0,10.0,8,3.0,25% of ballots received by voters,0,10.0,0.0,0,2021-09-03,0.0,10.0,2024-09-04,2021-08-04,5.0,50% + 1 of received ballots,FYP 2021-030,1302.0,In Favour,11.0,Yes
789996,,Proposed Business Improvement Area,0,37.0,258.0,25,58.0,30% of ballots received by voters or 100,11,191.0,67.0,1,2021-09-03,15.0,258.0,2023-09-04,2021-07-05,,50% of received ballots,PBIA 2021-031,1303.0,Response Rate Not Met,43272.0,No
789997,,Permit Parking,0,64.0,81.0,20,21.0,25% of ballots received by voters,42,81.0,0.0,2,2021-07-30,15.0,81.0,2023-07-31,2021-06-30,33.0,50% + 1 of received ballots,PPRP 2021-032,1304.0,Opposed,104.0,Yes
789998,64 Banff Rd,Front Yard Parking,0,43.0,75.0,36,17.0,25% of ballots received by voters,3,67.0,8.0,4,2021-08-13,0.0,75.0,2024-08-14,2021-07-14,23.0,50% + 1 of received ballots,FYP 2021-033,1305.0,In Favour,89.0,Yes
789999,68 Hounslow Heath Rd,Front Yard Parking,0,45.0,101.0,37,24.0,25% of ballots received by voters,0,94.0,7.0,8,2021-09-04,0.0,101.0,2024-09-05,2021-08-05,24.0,50% + 1 of received ballots,FYP 2021-034,1306.0,In Favour,132.0,Yes
790000,40 Danesbury Ave,Front Yard Parking,0,9.0,31.0,7,8.0,25% of ballots received by voters,0,30.0,1.0,2,2021-08-18,0.0,31.0,2024-08-19,2021-07-19,6.0,50% + 1 of received ballots,FYP 2021-035,1307.0,In Favour,32.0,Yes
790001,164 Castlefield Ave,Front Yard Parking,0,38.0,113.0,35,27.0,25% of ballots received by voters,0,107.0,6.0,3,2021-09-02,0.0,113.0,2024-09-03,2021-08-03,20.0,50% + 1 of received ballots,FYP 2021-036,1308.0,In Favour,138.0,Yes
790002,133 Bingham Ave,Front Yard Parking,0,73.0,108.0,52,27.0,25% of ballots received by voters,7,108.0,0.0,14,2021-08-21,0.0,108.0,2024-08-22,2021-07-22,38.0,50% + 1 of received ballots,FYP 2021-037,1309.0,In Favour,126.0,Yes
790003,104 Gothic Ave,Front Yard Parking,0,62.0,114.0,54,28.0,25% of ballots received by voters,4,110.0,4.0,4,2021-09-29,11.0,114.0,2024-09-30,2021-08-30,32.0,50% + 1 of received ballots,FYP 2021-038,1310.0,In Favour,734.0,Yes
790004,51 Hambly Ave,Front Yard Parking,0,75.0,110.0,71,25.0,25% of ballots received by voters,0,100.0,10.0,4,2021-08-27,0.0,110.0,2024-08-28,2021-07-28,39.0,50% + 1 of received ballots,FYP 2021-039,1311.0,In Favour,140.0,Yes
790005,,Permit Parking,0,46.0,120.0,40,29.0,25% of ballots received by voters,3,116.0,4.0,3,2021-09-11,0.0,120.0,2023-09-12,2021-08-12,24.0,50% + 1 of received ballots,PPP 2021-040,1312.0,In Favour,121.0,Yes
790006,78 Alberta Ave,Front Yard Parking,0,9.0,20.0,9,5.0,25% of ballots received by voters,0,20.0,0.0,0,2021-08-28,2.0,20.0,2024-08-29,2021-07-29,6.0,50% + 1 of received ballots,FYP 2021-041,1313.0,In Favour,27.0,Yes
